County,Precinct Short Name,Delegates to County Convention,Long Name,State Delegate Equivalents,Unplaced County,Unplaced Precinct,caucusaddress,caucuscity,caucussite,caucuszip,congressionaldistrict,countycode,entrytype,precinctname
Calhoun,READING,3,Reading,0.25,Calhoun,,330 Brower St.,Rockwell City,Elementary School in Rockwell City,50579,4.0,13.0,AUTO,Reading
Calhoun,ROCKWEL,13,Rockwell City,1.0833333333333333,Calhoun,,330 Brower St.,Rockwell City,Elementary School in RockwellCity,50579,4.0,13.0,MANUAL,Rockwell City
Calhoun,SHERMAN,3,Sherman,0.25,Calhoun,,330 Brower St.,Rockwell City,Elementary School in Rockwell City,50579,4.0,13.0,AUTO,Sherman
Calhoun,UNION,2,Union,0.16666666666666666,Calhoun,,330Brower St.,Rockwell City,Elementary School in Rockwell City,50579,4.0,13.0,MANUAL,Union
Carroll,1,14,,1.54,Carroll,Arcadia,906 N GrantRoad,Carroll,Carroll DMACC,51401,5.0,14.0,MANUAL,Carroll 1
Carroll,10,3,,0.33,Carroll,Sheridan-Grant-Jasper,123 3rd Ave,Coon Rapids,Coon Rapids Municipal Building South Room,50058,5.0,14.0,AUTO,Pleasant Valley-Newton
Carroll,11,8,,0.88,Carroll,Union,702 6th Street,Manning,Manning Rec Center,51455,5.0,14.0,AUTO,Ewoldt
Carroll,12,2,,0.22,Carroll,Washington-Roselle,702 6th Street,Manning,Manning Rec Center,51455,5.0,14.0,AUTO,Eden
Carroll,13,7,,0.77,Carroll,Wheatland-Kniest,123 3rd Ave,Coon Rapids,Coon Rapids Municiple Building South Room,50058,5.0,14.0,AUTO,Union
Carroll,2,18,,1.98,Carroll,Carroll Ward Four,906 N Grant Road,Carroll,CarrollDMACC,51401,5.0,14.0,MANUAL,Carroll 2 North 1/2 Of Maple River Twp
Carroll,3,13,,1.43,Carroll,Carroll Ward One,906 N Grant Road,Carroll,CarrollDMACC,51401,5.0,14.0,MANUAL,Carroll 3 South 1/2 Of Maple River Twp
Carroll,4,13,,1.43,Carroll,Carroll Ward Three &amp;amp; S1/2 Maple River Twp,906 N GrantRoad,Carroll,Carroll DMACC,51401,5.0,14.0,MANUAL,Carroll 4
Carroll,5,4,,0.44,Carroll,Carroll Ward Two &amp;amp; N1/2 Maple River Twp,118 East Tracy St.,Arcadia,Arcadia Zion Lutheran Church,51430,5.0,14.0,AUTO,Wheatland-Kniest
Carroll,6,5,,0.55,Carroll,Eden,103 4th Street,Lidderdale,Lidderdale Emanuel Lutheran Church,51452,5.0,14.0,AUTO,Sheridan-Grant-Jasper
Carroll,7,2,,0.22,Carroll,Ewoldt,118 East Tracy St.,Arcadia,Arcadia Zion Lutheran Church,51430,5.0,14.0,AUTO,Arcadia
Carroll,8,7,,0.77,Carroll,Glidden-Richland,131 Idaho,Glidden,Glidden Community Building,57443,5.0,14.0,AUTO,Glidden-Richland
Carroll,9,4,,0.44,Carroll,Pleasant Valley-Newton,702 6th Street,Manning,Manning Rec Center,51455,5.0,14.0,AUTO,Washington-Roselle
Cass,AN,6,,0.72,Cass,,,,,,,,,
Cass,AT1,4,Atlantic 1,0.48,Cass,,507 Poplar,Atlantic,Atlantic Library,50020,5.0,15.0,AUTO,Atlantic Ward 1
Cass,AT2,5,Atlantic 2,0.6,Cass,,507 Polar,Atlantic,Atlantic Library,50020,5.0,15.0,AUTO,Atlantic Ward 2 And Grove
Cass,AT3,5,Atlantic 3,0.6,Cass,,1203 SW 7th St,Atlantic,Atlantic Fire Station,50020,5.0,15.0,AUTO,Atlantic Ward 3
Cass,AT4,6,Atlantic 4,0.72,Cass,,500 E. 14th St,Atlantic,Washington Elementary School,50020,5.0,15.0,AUTO,Atlantic Ward 4
Cass,AT5,6,Atlantic 5,0.72,Cass,Bear Grove- Cass Twp/Lewis,1200 Brookridge Circle,Atlantic,Heritage House,50020,5.0,15.0,AUTO,Atlantic Ward 5
Cass,BN,2,Benton- Franklin Twp/Wiota,0.24,Cass,,812 3rd St.,Anita,Anita Community Center,50020,5.0,15.0,AUTO,Benton Twp
Cass,CU,1,Union Twp/Cumberland,0.12,Cass,Brighton- Grove- Pymosa- Washington Twp/Marne,,,,,,,,
Cass,GS,5,,0.6,Cass,,,,,,,,,
Cass,LW,3,,0.36,Cass,Grant- Lincoln Twp/Anita,,,,,,,,
Cass,MR,4,,0.48,Cass,Massena Twp/Massena City,,,,,,,,
Cass,MS,2,,0.24,Cass,Noble- Pleasant Twp/Griswold,100 Main St.,Massena,Massena Library,50853,5.0,15.0,AUTO,Massena Twp And City
Cass,VI,1,Enda- Victoria Twp,0.12,Cass,,100 Main St.,Massena,Massena Library,50853,5.0,15.0,AUTO,Victoria Twp
Cedar,CN,8,CASS/CENTER/IOWA/ROCHESTER,1.3714285714285714,Cedar,,400 Cedar Street,Tipton,Tipton Courthouse,52772,2.0,16.0,AUTO,Cass Center Iowa Rochester
Cedar,DA,4,DAYTON/FAIRFIELD,0.6857142857142857,Cedar,,608 Lombard Street,Clarence,Clarence Telephone Company Meeting Room,52216,2.0,16.0,AUTO,Dayton Fairfield
Cedar,FM,8,FARMINGTON/SUGAR CREEK,1.3714285714285714,Cedar,,712 5th Street,Durrant,Durant American Legion (Upstairs),52747-0511,2.0,16.0,AUTO,Farmington Sugar Creek
Cedar,FR,3,FREMONT/RED OAK,0.5142857142857142,Cedar,,102 E. North Street,Stanwood,"North Cedar High School, Stanwood Room 103",52337,2.0,16.0,AUTO,Fremont Red Oak
Cedar,GW,7,GOWER/SPRINGDALE,1.2,Cedar,,140 N Oliohant Street,West Branch,All Purpose Room Elementary Campus- Foster St. Ent,52358,2.0,16.0,AUTO,Gower Springdale
Cedar,IN,2,INLAND,0.3428571428571429,Cedar,,300 Cedar Street,Bennett,Bennett School Lunchroom,52721,2.0,16.0,AUTO,Inland
Cedar,LN,7,LINN/PIONEER,1.2,Cedar,,207 Monroe Street,Mechanicsville,New Elementary School Mechanicsville,52306,2.0,16.0,AUTO,Linn Pioneer
Cedar,MA,4,MASSILLON/SPRINGFIELD,0.6857142857142857,Cedar,,501 Main Street,Lowdon,Lowdon City Hall,52255,2.0,16.0,AUTO,Massillon Springfield
Cedar,TT1,4,TIPTON 1,0.6857142857142857,Cedar,,400 Cedar Street,Tipton,Tipton Courthouse,52772,2.0,16.0,AUTO,Tipton 1
Cedar,TT2,4,TIPTON 2,0.6857142857142857,Cedar,,400 Cedar Street,Tipton,Tipton Courthouse,52772,2.0,16.0,AUTO,Tipton 2
Cedar,TT3,5,TIPTON 3,0.8571428571428572,Cedar,,400 Cedar Street,Tipton,Tipton Courthouse,52772,2.0,16.0,AUTO,Tipton 3
Cedar,WB1,14,WEST BRANCH 1,2.4,Cedar,,,,,,,,,
Cerro Gordo,CL,7,Clear Lake - Grant - Union,1.24,Cerro Gordo,,125 N. 20th St.,Clear Lake,Clear LakeHigh School Cafeteria,50428,4.0,17.0,MANUAL,Clear Lake/Grant/Union Townships Pct
Cerro Gordo,CL1,9,Clear Lake - Ward 1,1.594285714285714,Cerro Gordo,,125 N. 20th St.,Clear Lake,Clear Lake High School Cafeteria,50428,4.0,17.0,AUTO,Clear Lake Ward 1
Cerro Gordo,CL2,11,Clear Lake - Ward 2,1.9485714285714284,Cerro Gordo,,125 N. 20th St.,Clear Lake,Clear Lake High School Cafeteria,50428,4.0,17.0,AUTO,Clear Lake Ward 2
Cerro Gordo,CL3,9,Clear Lake - Ward 3,1.594285714285714,Cerro Gordo,,125 N. 20th St.,Clear Lake,Clear Lake High School Cafeteria,50428,4.0,17.0,AUTO,Clear Lake Ward 3
Cerro Gordo,FLN,2,,0.35428571428571426,Cerro Gordo,Falls - Plymouth Pct,295 Illinois Ave,Mason City,John Adams Middle School Cafeteria,50401,4.0,17.0,AUTO,Falls Plymouth/Lime Creek/Mason N Pct
Cerro Gordo,FLS,1,,0.17714285714285713,Cerro Gordo,Falls - Rock Falls Pct,295 Illinois Ave,Mason City,John AdamsMiddle School Cafeteria,50401,4.0,17.0,MANUAL,Falls Township/Rock Falls Precinct
Cerro Gordo,GME,1,,0.17714285714285713,Cerro Gordo,,402 Main Street,Swaledale,Swalesdale City Hall,50477,4.0,17.0,AUTO,Grimes Township/Thornton Precinct
Cerro Gordo,GMW,1,,0.17714285714285713,Cerro Gordo,Grimes - Meservey Pct,402 Main Street,Swaledale,Swalesdale City Hall,50477,4.0,17.0,AUTO,Grimes Township/Meservey Precinct
Cerro Gordo,GN,5,Geneseo Twp Pct,0.8857142857142857,Cerro Gordo,Grimes - Thornton Pct,210 2nd Street,Rockwell,Rockwell High School,50469,4.0,17.0,AUTO,Geneseo/Bath Townships Precinct
Cerro Gordo,LCN,2,Lake / Lincoln Twps Pct,0.35428571428571426,Cerro Gordo,,,,,,,,,
Cerro Gordo,LK,2,Lime Creek / Mason N Twps,0.35428571428571426,Cerro Gordo,,125 N. 20th St.,Clear Lake,Clear Lake High School Cafeteria,50428,4.0,17.0,AUTO,Lake/Lincoln Townships Precinct
Cerro Gordo,MC W1P1,8,Mason City W-1 P-1,1.417142857142857,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W1P2,10,Mason City W-1 P-2,1.7714285714285714,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W1P3,11,Mason City W-1 P-3,1.9485714285714284,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W2P1,7,Mason City W-2 P-1,1.24,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W2P2,13,Mason City W-2 P-2,2.3028571428571425,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W2P3,8,Mason City W-2 P-3,1.417142857142857,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W3P1,11,Mason City W-3 P-1,1.9485714285714284,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W3P2,8,Mason City W-3 P-2,1.417142857142857,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W3P3,14,Mason City W-3 P-3,2.48,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W4P1,8,Mason City W-4 P-1,1.417142857142857,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W4P2,9,Mason City W-4 P-2,1.594285714285714,Cerro Gordo,,,,,,,,,
Cerro Gordo,MC W4P3,11,Mason City W-4 P-3,1.9485714285714284,Cerro Gordo,,,,,,,,,
Cerro Gordo,MSB,2,Mason S / Bath Twps,0.35428571428571426,Cerro Gordo,,,,,,,,,
Cerro Gordo,MV,2,Mt Vernon - Pl Valley Twps,0.35428571428571426,Cerro Gordo,,402 Main Street,Swaledale,Swalesdale City Hall,50477,4.0,17.0,AUTO,Mt Vernon/Pl Valley Townships Precinct
Cerro Gordo,POD,3,Portland - Owen - Dougherty,0.5314285714285714,Cerro Gordo,,,,,,,,,
Cherokee,1 AUR,8,#1 Aurelia,0.8727272727272727,Cherokee,,,,,,,,,
Cherokee,2 CLEG,9,#2 Cleghorn,0.9818181818181818,Cherokee,,,,,,,,,
Cherokee,3 QUIM,5,#3 Quimby,0.5454545454545454,Cherokee,,,,,,,,,
Cherokee,4 CHER,6,#4 Cherokee,0.6545454545454545,Cherokee,,,,,,,,,
Cherokee,5 CH W1,10,#5 Cherokee Ward 1,1.0909090909090908,Cherokee,,,,,,,,,
Cherokee,6 CH W2,7,#6 Cherokee Ward 2,0.7636363636363636,Cherokee,,,,,,,,,
Cherokee,7 CH W3,10,#7 Cherokee Ward 3,1.0909090909090908,Cherokee,,,,,,,,,
Chickasaw,BD,18,Bradford,1.2600000000000002,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,Bradford
Chickasaw,CH,4,Chickasaw,0.28,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,Chickasaw
Chickasaw,DA-RD,4,Dayton-Richland,0.28,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,Dayton-Richland
Chickasaw,DF-W2,6,Deerfield-Washington 2,0.42,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,Deerfield-Washington 2
Chickasaw,DS-FB,12,Dresden-Fredericksburg,0.8400000000000001,Chickasaw,,307N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,MANUAL,Dresden-Fredericksburg
Chickasaw,JA-UT,4,Jacksonville-Utica,0.28,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,Jacksonville-Utica
Chickasaw,NH1,9,City of New Hampton Ward One,0.6300000000000001,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,New Hampton Ward 1
Chickasaw,NH2,7,City of New Hampton Ward Two,0.4900000000000001,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,New Hampton Ward 2
Chickasaw,NH3,10,City of New Hampton Ward Three,0.7000000000000001,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,New Hampton Ward 3
Chickasaw,NH4,10,City of New Hampton Ward Four,0.7000000000000001,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,New Hampton Ward 4
Chickasaw,NHR,5,New Hampton Rural,0.35000000000000003,Chickasaw,,307 N.Water,New Hampton,Chickasaw Center,50659,4.0,19.0,MANUAL,New Hampton Rural
Chickasaw,ST,8,Stapleton,0.56,Chickasaw,,307 N. Water,New Hampton,Chickasaw Center,50659,4.0,19.0,AUTO,Stapleton
Chickasaw,WA1,3,Washington 1 Township,0.21,Chickasaw,,,,,,,,,
Clarke,MDL,6,Middle Precinct,0.48,Clarke,,,,,,,,,
Clarke,MY,6,Murray Precinct,0.48,Clarke,,1103 N Main,Osceola,Clarke Electic - meeting room,50213,5.0,20.0,AUTO,Murray
Clarke,NE,9,North East Precinct,0.72,Clarke,,,,,,,,,
Clarke,OC1,8,Osceola 1st Ward Precinct,0.64,Clarke,,1103 N Main,Osceola,Clarke Electic - meeting room,50213,5.0,20.0,AUTO,Osceola Pct 1
Clarke,OC2,8,Osceola 2nd Ward Precinct,0.64,Clarke,,1103 N Main,Osceola,Clarke Electic - meeting room,50213,5.0,20.0,AUTO,Osceola Pct 2
Clarke,OC3,10,Osceola 3rd Ward Precinct,0.8,Clarke,,1103 N Main,Osceola,Clarke Electic - meeting room,50213,5.0,20.0,AUTO,Osceola Pct 3
Clarke,WB,3,Woodburn Precinct,0.24,Clarke,,1103 N Main,Osceola,Clarke Electic - meeting room,50213,5.0,20.0,AUTO,Woodburn
Clay,DGPE,3,Douglas-Peterson,0.2823529411764706,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Douglas/Peterson
Clay,GFHD,2,Garfield-Herdland,0.18823529411764706,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Garfield/Herdland
Clay,LAFR,3,Lake-Freeman,0.2823529411764706,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Lake/Freeman
Clay,LGGG,2,Logan-Gillett Grove,0.18823529411764706,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Logan/Gillett Grove
Clay,LNCL,4,Lincoln-Clay,0.3764705882352941,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Lincoln/Clay
Clay,SP1,10,Spencer Ward 1,0.9411764705882352,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Spencer Ward 1
Clay,SP2,12,Spencer Ward 2,1.1294117647058823,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Spencer Ward 2
Clay,SP3,12,Spencer Ward 3,1.1294117647058823,Clay,,800 West18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,MANUAL,Spencer Ward 3
Clay,SP4,13,Spencer Ward 4,1.223529411764706,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Spencer Ward 4
Clay,SP5,13,Spencer Ward 5,1.223529411764706,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Spencer Ward 5
Clay,SRSM,7,Summit-Riverton-Sioux-Meadow,0.6588235294117647,Clay,,,,,,,,,
Clay,WFLT,4,Waterford-Lone Tree,0.3764705882352941,Clay,,800 West 18th Street,Spencer,Clay County Events Center,51301-3156,5.0,21.0,AUTO,Waterford/Lone Tree
Clayton,BM-HI,9,BOARDMAN-HIGHLAND,1.5,Clayton,,200 North Main Street,Elkader,Central State Drive-Up Bank - Community Room,52043,1.0,22.0,AUTO,Boardman-Highland
Clayton,BV,1,BUENA VISTA,0.16666666666666666,Clayton,,502First Street,Guttenberg,Guttenberg Hospital Dining Room,52052,1.0,22.0,MANUAL,Buena Vista
Clayton,CC-SY,3,COX CREEK-SPERRY,0.5,Clayton,,401 Commercial,Strawberry Point,Strawberry Point Civic Center,52076,1.0,22.0,AUTO,Cox Creek-Sperry
Clayton,CL-GV,4,CLAYTON-GARNAVILLO,0.6666666666666666,Clayton,,103 N Main Street,Garnavillo,Thoma Dairy Bar Cafe,52049,1.0,22.0,AUTO,Clayton-Garnavillo
Clayton,CS,5,CASS,0.8333333333333333,Clayton,,401 Commercial,Strawberry Point,Strawberry Point Civic Center,52076,1.0,22.0,AUTO,Cass
Clayton,ELMYVO,3,ELK-MALLORY-VOLGA,0.5,Clayton,,602 Hill Street,Garber,Garber Fire Station,52048,1.0,22.0,AUTO,Elk-Mallory-Volga
Clayton,FB-WG,3,FARMERSBURG-WAGNER,0.5,Clayton,,109 S Main Street,Monona,Farmersburg Community Center,52047,1.0,22.0,AUTO,Farmersburg-Wagner
Clayton,GDLUMO,7,GIARD-LUANA-MONONA,1.1666666666666663,Clayton,,700 Page Street,Monona,MFL School - Monona School Library,52047,1.0,22.0,AUTO,Giard-Luana-Monona
Clayton,GM,1,GRAND MEADOW,0.16666666666666666,Clayton,,700 Page Street,Monona,MFL School - Monona School Library,52047,1.0,22.0,AUTO,Grand Meadow
Clayton,JF-MV,12,JEFFERSON-MILLVILLE,2.0,Clayton,,502 First Street,Guttenberg,Guttenberg Hospital Dining Room,52052,1.0,22.0,AUTO,Jefferson-Millville
Clayton,LM,2,LODOMILLO,0.3333333333333333,Clayton,,203 W. Union,Edgewood,Edgewood City Hall,52042,1.0,22.0,AUTO,Lodomillo
Clayton,MN,8,MENDON,1.3333333333333333,Clayton,,334 Main Street,McGregor,McGregor City Hall,52157,1.0,22.0,AUTO,Mendon
Clayton,MR,1,MARION,0.16666666666666666,Clayton,,700 Page Street,Monona,MFL School - Monona School Library,52047,1.0,22.0,AUTO,Marion
Clayton,RD,1,READ,0.16666666666666666,Clayton,,200 North Main Street,Elkader,Central State Drive-Up Bank - Community Room,52043,1.0,22.0,AUTO,Read
Clinton,BBRD,3,BLOOMFIELD BROOKFIELD DEL,0.6642857142857143,Clinton,,,,,,,,,
Clinton,CAM1,8,CAMANCHE 1,1.7714285714285714,Clinton,,937 9th Ave,Camanche,Camanche High School,52730,1.0,23.0,AUTO,Camanche 1
Clinton,CAM2,7,CAMANCHE 2,1.5499999999999998,Clinton,,937 9th Ave,Camanche,Camanche High School,52730,1.0,23.0,AUTO,Camanche 2
Clinton,CENT,1,CENTER TWP,0.22142857142857145,Clinton,,3690 HWY 136,Goose Lake,Notheast High School,52750,1.0,23.0,AUTO,Center
Clinton,CL11,7,CLINTON 1-1,1.5499999999999998,Clinton,,1421 S Bluff Blvd,Clinton,Bluff Elementary Library,52732,1.0,23.0,AUTO,Clinton W1p1
Clinton,CL12,9,CLINTON 1-2,1.9928571428571429,Clinton,,1421 SBluff Blvd,Clinton,Bluff Elementary Library,52732,1.0,23.0,MANUAL,Clinton W1p2
Clinton,CL21,7,CLINTON 2-1,1.5499999999999998,Clinton,,751 2nd Ave,Clinton,Washington Middle School,52750,1.0,23.0,AUTO,Clinton W2p1
Clinton,CL22,12,CLINTON 2-2,2.657142857142857,Clinton,,1951 Manufacturing Dr.,Clinton,Graphics Arts Building,52732,1.0,23.0,AUTO,Clinton W2p2
Clinton,CL31,10,CLINTON 3-1,2.2142857142857144,Clinton,,1401 11th Ave,Clinton,Erikson Community Center,52732,1.0,23.0,AUTO,Clinton W3p1
Clinton,CL32,12,CLINTON 3-2,2.657142857142857,Clinton,,1401 11th Ave,Clinton,Erikson Community Center,52732,1.0,23.0,AUTO,Clinton W3p2
Clinton,CL41,10,CLINTON 4-1,2.2142857142857144,Clinton,,2810 N 4TH Street,Clinton,Lyons Middle School,52732,1.0,23.0,AUTO,Clinton W4p1
Clinton,CL42,10,CLINTON 4-2,2.2142857142857144,Clinton,,2810 N 4TH Street,Clinton,Lyons Middle School,52732,1.0,23.0,AUTO,Clinton W4p2
Clinton,DCGL,2,DEEP CREEK GOOSE LAKE,0.4428571428571429,Clinton,,,,,,,,,
Clinton,DEW1,8,DEWITT 1,1.7714285714285714,Clinton,,1010 4th Ave.,Dewitt,DeWitt Central Middle School,52742,1.0,23.0,AUTO,Dewitt 1
Clinton,DEW2,10,DEWITT 2,2.2142857142857144,Clinton,,1010 4thAve.,Dewitt,DeWitt Central Middle School,52742,1.0,23.0,MANUAL,Dewitt 2
Clinton,DEWT,4,DEWITT TWP,0.8857142857142857,Clinton,,1010 4th Ave.,Dewitt,DeWitt Central Middle School,52742,1.0,23.0,AUTO,Dewitt Twp
Clinton,EDCM,1,EDEN CAMANCHE TWP,0.22142857142857145,Clinton,,,,,,,,,
Clinton,ERHA,4,ELK RIVER HAMPSHIRE ANDOV,0.8857142857142857,Clinton,,,,,,,,,
Clinton,LBTO,1,LIBERTY TORONTO,0.22142857142857145,Clinton,,,,,,,,,
Clinton,LOMO,1,LOW MOOR,0.22142857142857145,Clinton,,,,,,,,,
Clinton,OGCA,2,OLIVE GRANT CALAMUS,0.4428571428571429,Clinton,,,,,,,,,
Clinton,ORGM,3,ORANGE GRAND MOUND,0.6642857142857143,Clinton,,,,,,,,,
Clinton,SHLN,1,SHARON LOST NATION,0.22142857142857145,Clinton,,,,,,,,,
Clinton,SRWH,3,SPRING ROCK WHEATLAND,0.6642857142857143,Clinton,,,,,,,,,
Clinton,WFCH,1,WATERFORD CHARLOTTE,0.22142857142857145,Clinton,,,,,,,,,
Clinton,WWAW,3,WELTON WASHINGTON WELTON,0.6642857142857143,Clinton,,,,,,,,,
Crawford,CO,2,Charter Oak,0.3,Crawford,,321 Main,Charter Oak,COU High School,51439,5.0,24.0,AUTO,Charter Oak Precinct
Crawford,D1,6,Denison Ward 1,0.8999999999999999,Crawford,,38 N 20th Street,Denison,Denison Elementary,51528,5.0,24.0,AUTO,Denison 1
Crawford,D2-DT,8,Denison Ward 2-Denison Twp,1.2,Crawford,,,,,,,,,
Crawford,D3-GR,8,Denison Ward 3-Goodrich Twp,1.2,Crawford,,,,,,,,,
Crawford,DC-AB,4,DCAB,0.6,Crawford,,,,,,,,,
Crawford,NE,4,Northeast,0.6,Crawford,,,,,,,,,
Crawford,SE,5,Southeast,0.75,Crawford,,,,,,,,,
Crawford,SRK,3,SRK,0.45,Crawford,,,,,,,,,
Dallas,ADS,2,ADAMS,0.8285714285714286,Dallas,,,,,,,,,
Dallas,AL1,3,ADEL 1,1.2428571428571429,Dallas,,,,,,,,,
Dallas,AL2,4,ADEL 2,1.6571428571428573,Dallas,,,,,,,,,
Dallas,BDM,4,BEAVER / DES MOINES,1.6571428571428573,Dallas,,,,,,,,,
Dallas,CL5,5,CLIVE 5,2.071428571428572,Dallas,,,,,,,,,
Dallas,CL6,6,CLIVE 6,2.4857142857142858,Dallas,,,,,,,,,
Dallas,COA,2,COLFAX / ADEL,0.8285714285714286,Dallas,,,,,,,,,
Dallas,DO,1,DESOTO,0.4142857142857143,Dallas,,1608 Grove St,Adel,ADM Elementary School,50003,4.0,25.0,AUTO,Desoto
Dallas,LWL,1,LINCOLN /WASHINGTON /LINN,0.4142857142857143,Dallas,,,,,,,,,
Dallas,PY1,4,PERRY 1,1.6571428571428573,Dallas,,1600-8th Street,Perry,Elementary School,50220,4.0,25.0,AUTO,Perry 1
Dallas,PY2,4,PERRY 2,1.6571428571428573,Dallas,,1600-8th Street,Perry,Elementary School,50220,4.0,25.0,AUTO,Perry 2
Dallas,PY3,3,PERRY 3,1.2428571428571429,Dallas,,1600-8th Street,Perry,Elementary School,50220,4.0,25.0,AUTO,Perry 3
Dallas,SD,1,SPRING VALLEY / DALLAS,0.4142857142857143,Dallas,,,,,,,,,
Dallas,SGDC,4,SUGAR GROVE / DALLAS CENTER,1.6571428571428573,Dallas,,,,,,,,,
Dallas,UN,3,UNION,1.2428571428571429,Dallas,,,,,,,,,
Dallas,URB13,7,URBANDALE 13,2.9000000000000004,Dallas,,,,,,,,,
Dallas,URB14,5,URBANDALE 14,2.071428571428572,Dallas,,,,,,,,,
Dallas,URB15,3,URBANDALE 15,1.2428571428571429,Dallas,,,,,,,,,
Dallas,VM,4,VAN METER,1.6571428571428573,Dallas,,520 1st Ave,Van Meter,Van Meter School Activity Center,50261,4.0,25.0,AUTO,Van Meter
Dallas,WGG,3,WALNUT / GRIMES / GRANT,1.2428571428571429,Dallas,,,,,,,,,
Dallas,WK1,6,WAUKEE 1,2.4857142857142858,Dallas,,555 SE University Ave,Waukee,Waukee High School Commons,50263,4.0,25.0,AUTO,Waukee 1
Dallas,WK2,6,WAUKEE 2,2.4857142857142858,Dallas,,555 SE University Ave,Waukee,Waukee High School Commons,50263,4.0,25.0,AUTO,Waukee 2
Dallas,WK3,7,WAUKEE 3,2.9000000000000004,Dallas,,555 SE University Ave,Waukee,Waukee High School Commons,50263,4.0,25.0,AUTO,Waukee 3
Dallas,WK4,5,WAUKEE 4,2.071428571428572,Dallas,,555 SEUniversity Ave,Waukee,Waukee High School Commons,50263,4.0,25.0,MANUAL,Waukee 4
Dallas,WK5,5,WAUKEE 5,2.071428571428572,Dallas,,,,,,,,,
Dallas,WK6,5,WAUKEE 6,2.071428571428572,Dallas,,,,,,,,,
Dallas,WM221,8,WEST DES MOINES 221,3.3142857142857145,Dallas,,,,,,,,,
Dallas,WM222,5,WEST DES MOINES 222,2.071428571428572,Dallas,,,,,,,,,
Dallas,WM223,4,WEST DES MOINES 223,1.6571428571428573,Dallas,,,,,,,,,
Dallas,WM224,1,WEST DES MOINES 224,0.4142857142857143,Dallas,,,,,,,,,
Dallas,WM225,8,WEST DES MOINES 225,3.3142857142857145,Dallas,,,,,,,,,
Dallas,WM226,4,WEST DES MOINES 226,1.6571428571428573,Dallas,,,,,,,,,
Dallas,WM321,5,WEST DES MOINES 321,2.071428571428572,Dallas,,,,,,,,,
Dallas,WM322,2,WEST DES MOINES 322,0.8285714285714286,Dallas,,,,,,,,,
Davis,BF1,16,Bloomfield Ward 1,0.48,Davis,,20471 Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,AUTO,Bloomfield 1
Davis,BF2,16,Bloomfield Ward 2,0.48,Davis,,20471 Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,AUTO,Bloomfield 2
Davis,BF3,12,Bloomfield Ward 3,0.36,Davis,,20471 Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,AUTO,Bloomfield 3
Davis,CN,16,Central,0.48,Davis,,20471 Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,AUTO,Central
Davis,NE,12,Northeast,0.36,Davis,,20471 Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,AUTO,North East
