County,PSN,Delegates to County Convention,SDE,Long Name,Unplaced County,Unplaced Precinct
Linn,FAI,5,2.197674419,Fairfax City,Linn,
Linn,HIA01,6,2.637209302,Hiawatha 1,Linn,
Linn,HIA02,4,1.758139535,Hiawatha 2,Linn,
Linn,HIA03,2,0.879069767,Hiawatha 3,Linn,
Linn,HIA04,1,0.439534884,Hiawatha4,Linn,
Linn,MR01,5,2.197674419,Marion 01,Linn,
Linn,MR02,3,1.318604651,Marion 02,Linn,
Linn,MR03,5,2.197674419,Marion 03,Linn,
Linn,MR04,4,1.758139535,Marion 04,Linn,
Linn,MR05,8,3.51627907,Marion 05,Linn,
Linn,MR06,7,3.076744186,Marion 06,Linn,
Linn,MR07,6,2.637209302,Marion 07,Linn,
Linn,MR08,6,2.637209302,Marion 08,Linn,
Linn,MR09,5,2.197674419,Marion 09,Linn,
Linn,MR10,5,2.197674419,Marion 10,Linn,
Linn,MR11,6,2.637209302,Marion 11,Linn,
Linn,MR12,3,1.318604651,Marion 12,Linn,
Linn,MR13,6,2.637209302,Marion 13,Linn,
Linn,MR14,4,1.758139535,Marion 14,Linn,
Linn,MVN,4,1.758139535,Mount Vernon north,Linn,
Linn,MVS,7,3.076744186,Mount Vernon South,Linn,
Linn,ROB,6,2.637209302,Robins,Linn,
Linn,TBER,7,3.076744186,Bertram,Linn,
Linn,TBOU,1,0.439534884,Boulder,Linn,
Linn,TBRO,3,1.318604651,Brown,Linn,
Linn,TBUF,1,0.439534884,Buffalo,Linn,
Linn,TCLI,2,0.879069767,Clinton,Linn,
Linn,TCOL,1,0.439534884,College,Linn,
Linn,TFAI,3,1.318604651,Fairfax Township,Linn,
Linn,TFAY,2,0.879069767,Fayette,Linn,
Linn,TFRA,6,2.637209302,Franklin,Linn,
Linn,TGRA,2,0.879069767,Grant,Linn,
Linn,TJAC,2,0.879069767,Jackson,Linn,
Linn,TLIN,1,0.439534884,Linn,Linn,
Linn,TMAI,3,1.318604651,Maine,Linn,
Linn,TMAR,2,0.879069767,Marion township,Linn,
Linn,TMON1,3,1.318604651,Monroe 1,Linn,
Linn,TMON2,3,1.318604651,Monroe 2,Linn,
Linn,TOTT,2,0.879069767,Otter Creek,Linn,
Linn,TPUT,5,2.197674419,Putnam,Linn,
Linn,TSPR,1,0.439534884,Spring Grove,Linn,
Linn,TWAS,6,2.637209302,Washington,Linn,
Louisa,CJ,9,0.9,Columbus Junction,Louisa,
Louisa,GV,9,0.9,Grandview-Port Louisa,Louisa,
Louisa,MS,6,0.6,Morning Sun - Marshall,Louisa,
Louisa,SEL,15,1.5,Southeast Louisa,Louisa,
Louisa,WL,11,1.1,West Louisa,Louisa,
Lucas,C1,14,1.018181818,Chariton Precinct 1,Lucas,
Lucas,C2,13,0.945454545,Chariton Precinct 2,Lucas,
Lucas,EX,4,0.290909091,Lucas-Extension Office Precinct,Lucas,
Lucas,LC,6,0.436363636,Lucas,Lucas,
Lucas,POM,5,0.363636364,Pine Oak Marsh,Lucas,
Lucas,RS,6,0.436363636,City of Russell- Cedar and Washington Townships,Lucas,
Lucas,WM,7,0.509090909,Williamson,Lucas,
Lyon,P1,5,0.5,PCT 1 GEORGE,Lyon,
Lyon,P2,2,0.2,PCT 2 DOON,Lyon,
Lyon,P3,3,0.3,PCT 3 INWOOD,Lyon,
Lyon,P4,7,0.7,PCT 4 LARCHWOOD,Lyon,
Lyon,P5,2,0.2,PCT 5 LESTER,Lyon,
Lyon,P6,1,0.1,PCT 6 LITTLE ROCK,Lyon,
Lyon,P7,4,0.4,PCT 7 ROCK RAPIDS,Lyon,
Lyon,P8,6,0.6,PCT 8 ROCK RAPIDS,Lyon,
Madison,GMW,3,0.36,Grand River-Monroe-Webster,Madison,
Madison,JDL,6,0.72,Jackson-Douglas-Lincoln,Madison,
Madison,JL,7,0.84,Jefferson-Lee,Madison,
Madison,PM,10,1.2,Penn-Madison,Madison,
Madison,S,7,0.84,South,Madison,
Madison,UCS,11,1.32,Union-Crawford-Scott,Madison,
Madison,WO,5,0.6,Walnut-Ohio,Madison,
Madison,WT1,13,1.56,Winterset 1,Madison,
Madison,WT2,13,1.56,Winterset 2,Madison,
Mahaska,AD,2,0.32,ADAMS - MONROE - PLEASANT GROVE - UNION,Mahaska,
Mahaska,BO,2,0.32,BLACK OAK SCOTT,Mahaska,
Mahaska,CE,4,0.64,CEDAR - HARRISON - WHITE OAK,Mahaska,
Mahaska,ED,2,0.32,E&amp;W DES MOINES - JEFFERSON,Mahaska,
Mahaska,GF,3,0.48,GARFIELD-LINCOLN-MADISON,Mahaska,
Mahaska,OS1,6,0.96,OSKALOOSA WARD 1,Mahaska,
Mahaska,OS2,7,1.12,OSKALOOSA WARD 2,Mahaska,
Mahaska,OS3,9,1.44,OSKALOOSA WARD 3 - UNIVERSITY PARK,Mahaska,
Mahaska,OS4,8,1.28,OSKALOOSA WARD 4,Mahaska,
Mahaska,PR,4,0.64,PRAIRIE - RICHLAND,Mahaska,
Mahaska,SP,3,0.48,SPRING CREEK,Mahaska,
Marion,CL,2,0.36,Clay,Marion,
Marion,DA,6,1.08,Dallas,Marion,
Marion,IN,2,0.36,Indiana Township,Marion,
Marion,KX1,6,1.08,Knoxville 1,Marion,
Marion,KX2,6,1.08,Knoxville 2,Marion,
Marion,KX3,9,1.62,Knoxville 3,Marion,
Marion,KX4,5,0.9,Knoxville 4,Marion,
Marion,KXT,9,1.62,Knoxville Township,Marion,
Marion,LB,2,0.36,Liberty,Marion,
Marion,LP,5,0.9,Lake Prairie Township,Marion,
Marion,OTLEY,6,1.08,Otley,Marion,
Marion,PE1,7,1.26,Pella 1,Marion,
Marion,PE2,7,1.26,Pella 2,Marion,
Marion,PE3,8,1.44,Pella 3,Marion,
Marion,PE4,6,1.08,Pella 4,Marion,
Marion,PVLLE,12,2.16,Pleasantville,Marion,
Marion,WS,2,0.36,Washington Township,Marion,
Marshall,1 BA-LS,3,0.48,BANGOR/LISCOMB,Marshall,
Marshall,10 1-2,9,1.44,MARSHALLTOWN 1-2,Marshall,
Marshall,11 2-1,12,1.92,MARSHALLTOWN 2-1,Marshall,
Marshall,12 2-2,15,2.4,MARSHALLTOWN 2-2,Marshall,
Marshall,13 3-1,14,2.24,MARSHALLTOWN 3-1,Marshall,
Marshall,14 3-2,18,2.88,MARSHALLTOWN 3-2,Marshall,
Marshall,15 4-1,13,2.08,MARSHALLTOWN 4-1,Marshall,
Marshall,16 4-2,14,2.24,MARSHALLTOWN 4-2,Marshall,
Marshall,17 SC,7,1.12,STATE CENTER,Marshall,
Marshall,18 TA,5,0.8,TAYLOR,Marshall,
Marshall,19 TC,4,0.64,TIMBER CREEK,Marshall,
Marshall,2 ED-LO,7,1.12,EDEN / LOGAN,Marshall,
Marshall,3 GC,3,0.48,GREEN CASTLE,Marshall,
Marshall,4 JF,3,0.48,JEFFERSON,Marshall,
Marshall,5 LG,6,0.96,LEGRAND,Marshall,
Marshall,6 LB-MI,2,0.32,LIBERTY / MINERVA,Marshall,
Marshall,7 MA-WA,2,0.32,MARIETTA / WASHINGTON,Marshall,
Marshall,8 MR-VI,4,0.64,MARION / VIENNA,Marshall,
Marshall,9 1-1,9,1.44,MARSHALLTOWN 1-1,Marshall,
Mills,DR,1,0.155555556,Deer Creek/White Cloud,Mills,
Mills,EM,2,0.311111111,Emerson/Hastings/Indian Creek,Mills,
Mills,GW1,5,0.777777778,Glenwood Ward 1,Mills,
Mills,GW2,5,0.777777778,Glenwood Ward 2,Mills,
Mills,GW3,7,1.088888889,Glenwood Ward 3,Mills,
Mills,GWR,4,0.622222222,Glenwood Township,Mills,
Mills,HN,1,0.155555556,Henderson/Anderson,Mills,
Mills,MV,8,1.244444444,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,Mills,
Mills,OK,8,1.244444444,Oak/St. Mary,Mills,
Mills,PJ,3,0.466666667,Pacific Junction/Lyons/Platville,Mills,
Mills,SV,1,0.155555556,Silver City/Ingraham,Mills,
Mitchell,5,4,0.3,Mitchell 5,Mitchell,
Mitchell,6,8,0.6,Mitchell 6,Mitchell,
Mitchell,7,9,0.675,Mitchell 7,Mitchell,
Mitchell,8,7,0.525,Mitchell 8,Mitchell,
Mitchell,9,12,0.9,Mitchell 9,Mitchell,
Mitchell,10,5,0.375,Mitchell 10,Mitchell,
Mitchell,11,3,0.225,Mitchell 11,Mitchell,
Mitchell,12,2,0.15,Mitchell 12,Mitchell,
Mitchell,OS1,8,0.6,OSAGE 01 (Mitchell 5),Mitchell,
Mitchell,OS2,6,0.45,OSAGE 02 (Mitchell 6),Mitchell,
Mitchell,OS3,7,0.525,OSAGE 03 (Mitchell 7),Mitchell,
Mitchell,OS4,9,0.675,OSAGE 04 (Mitchell 8),Mitchell,
Monona,AS001,8,0.4,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,Monona,
Monona,CN002,4,0.2,CASTANA CENTER JORDAN,Monona,
Monona,CP003,15,0.75,COOPER MAPLE MAPLETON,Monona,
Monona,FV004,11,0.55,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,Monona,
Monona,MH005,7,0.35,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,Monona,
Monona,ON106,6,0.3,ONAWA Ward 1,Monona,
Monona,ON207,7,0.35,ONAWA Ward 2- NE Franklin,Monona,
Monona,ON308,7,0.35,ONAWA Ward 3,Monona,
Monona,ON409,5,0.25,ONAWA Ward 4,Monona,
Monona,SH010,6,0.3,SHERMAN SE FRANKLIN BLENCOE SIOUX,Monona,
Monona,STC11,4,0.2,ST CLAIR UTE,Monona,
Monroe,AL1,10,0.461538462,No. 1-Albia First Ward,Monroe,
Monroe,AL2,6,0.276923077,No. 2-Albia Second Ward,Monroe,
Monroe,AL3,8,0.369230769,No. 3-Albia Third Ward,Monroe,
Monroe,AL4,9,0.415384615,No. 4-Albia Fourth Ward,Monroe,
Monroe,CTHSE,17,0.784615385,CTHSE - Monroe Precinct 5,Monroe,
Monroe,LOVILIA,9,0.415384615,LOVILIA - Monroe Precinct 6,Monroe,
Monroe,MELROSE,6,0.276923077,MELROSE - Monroe Precinct 7,Monroe,
Montgomery,1,10,0.8,WARD1 PILOT GROVE FRANKFORT RO TWP,Montgomery,
Montgomery,2,10,0.8,WARD2 SHERMAN RO TWP,Montgomery,
Montgomery,3,12,0.96,WARD3 SHERMAN PILOT GROVE FRANKFORT RO TWP,Montgomery,
Montgomery,4,3,0.24,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,Montgomery,
Montgomery,5,3,0.24,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,Montgomery,
Montgomery,6,5,0.4,6 WEST GRANT SCOTT TWP COBURG STANTON,Montgomery,
Montgomery,7,7,0.56,7 SCOTT EAST TWP VILLISCA,Montgomery,
Muscatine,76CE,3,0.5,Seventy-Six/Cedar-Seventy,Muscatine,
Muscatine,BL,9,1.5,Bloomington,Muscatine,
Muscatine,F1,4,0.666666667,Fruitland One-City,Muscatine,
Muscatine,F2LA,3,0.5,Fruitland Two/Lake-Fruitl,Muscatine,
Muscatine,FUMO,5,0.833333333,Fulton/Montpelier-City,Muscatine,
Muscatine,GO,2,0.333333333,Goshen-City,Muscatine,
Muscatine,MU01,11,1.833333333,Muscatine 01st,Muscatine,
Muscatine,MU02,8,1.333333333,Muscatine 02nd,Muscatine,
Muscatine,MU03,8,1.333333333,Muscatine 03rd,Muscatine,
Muscatine,MU04,7,1.166666667,Muscatine 04th,Muscatine,
Muscatine,MU05,7,1.166666667,Muscatine 05th,Muscatine,
Muscatine,MU06,11,1.833333333,Muscatine 06th,Muscatine,
Muscatine,MU07,7,1.166666667,Muscatine 07th,Muscatine,
Muscatine,MU08,6,1,Muscatine 08th,Muscatine,
Muscatine,MU09,9,1.5,Muscatine 09th,Muscatine,
Muscatine,MU10,9,1.5,Muscatine 10th,Muscatine,
Muscatine,OR,1,0.166666667,Orono-City,Muscatine,
Muscatine,PI,2,0.333333333,Pike-City,Muscatine,
Muscatine,SW,6,1,Sweetland,Muscatine,
Muscatine,WC,10,1.666666667,Wilton City,Muscatine,
Muscatine,WL2,7,1.166666667,West Liberty 2,Muscatine,
Muscatine,WLWA,12,2,West Liberty/Wapsie-WL1 C,Muscatine,
Muscatine,WTMW,3,0.5,Wilton/Moscow-Wilton,Muscatine,
O'Brien,P1,2,0.145454545,,O'Brien,Carroll-Floyd
O'Brien,P2,4,0.290909091,,O'Brien,Franklin
O'Brien,P3,11,0.8,,O'Brien,Hartley-Lincoln-Omega
O'Brien,P4,7,0.509090909,,O'Brien,Sheldon 1st Ward
O'Brien,P5,5,0.363636364,,O'Brien,Sheldon 2nd Ward
O'Brien,P6,5,0.363636364,,O'Brien,Sheldon 3rd Ward
O'Brien,P7,8,0.581818182,,O'Brien,Summit-Center-Dale-Highland
O'Brien,P8,7,0.509090909,,O'Brien,Union-Baker-Caledonia
O'Brien,P9,6,0.436363636,,O'Brien,Waterman-Grant-Liberty
Osceola,AT,3,0.3,Ashton Precinct 0100,Osceola,
Osceola,HA,1,0.1,Harris Precinct 0200,Osceola,
Osceola,MC,2,0.2,May City Precint 0300,Osceola,
Osceola,MV,2,0.2,Melvin Precinct 0400,Osceola,
Osceola,OS1,4,0.4,Osceola 1 Precinct 0600,Osceola,
Osceola,OS2,7,0.7,Osceola 2 Precinct 0700,Osceola,
Osceola,OS3,8,0.8,Osceola 3 Precinct 0800,Osceola,
Osceola,OX,3,0.3,Ocheyedan Precinct 0500,Osceola,
Page,CL1,9,0.72,Clarinda Ward 1,Page,
Page,CL2,17,1.36,Clarinda Ward 2,Page,
Page,ER,10,0.8,Am-Bu-ER-Doug-Har-Neb-Nod-Val-Brad-CS-He-Sh-Yt,Page,
Page,GT,7,0.56,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,Page,
Page,PC,5,0.4,"Pierce and Fremont Townships, Essex",Page,
Page,SD1,6,0.48,Shenandoah 1,Page,
Page,SD2,10,0.8,Shenandoah 2,Page,
Page,SD3,11,0.88,Shenandoah 3,Page,
Palo Alto,EM1,8,0.666666667,Emmetsburg Ward 1,Palo Alto,
Palo Alto,EM2,8,0.666666667,Emmetsburg Ward 2,Palo Alto,
Palo Alto,EM3,13,1.083333333,EM Ward 3/Ayrshire/pt. HL&amp;WL&amp;EM,Palo Alto,
Palo Alto,EM4,12,1,EM Ward 4/FV/FR/VN/pt. EM,Palo Alto,
Palo Alto,GR RV,11,0.916666667,GR/RV/LI/pt. HL&amp;WL,Palo Alto,
Palo Alto,WB,8,0.666666667,City of WB/EL/RL/BO/GO/NV,Palo Alto,
Plymouth,AK,3,0.675,Plymouth 01/Ak,Plymouth,
Plymouth,BV,2,0.45,Plymouth 04/Bv,Plymouth,
Plymouth,HT,4,0.9,Plymouth 09/Ht,Plymouth,
Plymouth,KL,3,0.675,Plymouth 10/Kl,Plymouth,
Plymouth,LM11,6,1.35,Plymouth 11/Le Mars 1,Plymouth,
Plymouth,LM12,6,1.35,Plymouth 12/Le Mars 2,Plymouth,
Plymouth,LM13,4,0.9,Plymouth 13/Le Mars 3,Plymouth,
Plymouth,MR,3,0.675,Plymouth 07/Mr,Plymouth,
Plymouth,MRHG,1,0.225,Plymouth 02/Mrhg,Plymouth,
Plymouth,PY,3,0.675,Plymouth 08/Py,Plymouth,
Plymouth,RM,3,0.675,Plymouth 05/Rm,Plymouth,
Plymouth,SB,1,0.225,Plymouth 03/Sb,Plymouth,
Plymouth,WF,1,0.225,Plymouth 06/Wf,Plymouth,
Pocahontas,BV,3,0.18,Bellville-Lizard-S Lake-S Lincoln,Pocahontas,
Pocahontas,CD,8,0.48,Cedar-Colfax-Dover,Pocahontas,
Pocahontas,DM,9,0.54,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Pocahontas,
Pocahontas,GT,2,0.12,Grant-S Marshall-S Sherman,Pocahontas,
Pocahontas,PH1,14,0.84,Pocahontas #1,Pocahontas,
Pocahontas,PH2,5,0.3,Pocahontas #2,Pocahontas,
Pocahontas,SW,9,0.54,Swan Lake-N Marshall,Pocahontas,
Polk,ALLEMAN,2,0.559600286,ALLEMAN-01,Polk,
Polk,ALLEN 1,1,0.279800143,ALLEN-01,Polk,
Polk,ALT 1,5,1.399000714,ALTOONA-01,Polk,
Polk,ALT 2,9,2.518201285,ALTOONA-02,Polk,
Polk,ALT 3,12,3.357601713,ALTOONA-03,Polk,
Polk,ALT 4,10,2.798001428,ALTOONA-04,Polk,
Polk,ALT 5,11,3.07780157,ALTOONA-05,Polk,
Polk,ANK 01,19,5.316202712,ANKENY-01,Polk,
Polk,ANK 02,10,2.798001428,ANKENY-02,Polk,
Polk,ANK 03,9,2.518201285,ANKENY-03,Polk,
Polk,ANK 04,9,2.518201285,ANKENY-04,Polk,
Polk,ANK 05,10,2.798001428,ANKENY-05,Polk,
Polk,ANK 06,10,2.798001428,ANKENY-06,Polk,
Polk,ANK 07,8,2.238401142,ANKENY-07,Polk,
Polk,ANK 08,10,2.798001428,ANKENY-08,Polk,
Polk,ANK 09,10,2.798001428,ANKENY-09,Polk,
Polk,ANK 10,8,2.238401142,ANKENY-10,Polk,
Polk,ANK 11,9,2.518201285,ANKENY-11,Polk,
Polk,ANK 12,17,4.756602427,ANKENY-12,Polk,
Polk,ANK 13,14,3.917201999,ANKENY-13,Polk,
Polk,ANK 14,10,2.798001428,ANKENY-14,Polk,
Polk,ANK 15,9,2.518201285,ANKENY-15,Polk,
Polk,BOND 1,6,1.678800857,BONDURANT-01,Polk,
Polk,BOND 2,7,1.958600999,BONDURANT-02,Polk,
Polk,CLAY 1,3,0.839400428,CLAY-01,Polk,
Polk,CLIVE 1,6,1.678800857,CLIVE-01,Polk,
Polk,CLIVE 2,9,2.518201285,CLIVE-02,Polk,
Polk,CLIVE 3,11,3.07780157,CLIVE-03,Polk,
Polk,CLIVE 4,10,2.798001428,CLIVE-04,Polk,
Polk,CROCK 1,6,1.678800857,CROCKER-01,Polk,
Polk,CROCK 2,4,1.119200571,CROCKER-02,Polk,
Polk,DEL 1,5,1.399000714,DELAWARE-01,Polk,
Polk,DEL 2,2,0.559600286,DELAWARE-02,Polk,
Polk,DM 001,4,1.119200571,DES MOINES-01,Polk,
Polk,DM 002,7,1.958600999,DES MOINES-02,Polk,
Polk,DM 003,9,2.518201285,DES MOINES-03,Polk,
Polk,DM 004,6,1.678800857,DES MOINES-04,Polk,
Polk,DM 005,4,1.119200571,DES MOINES-05,Polk,
Polk,DM 006,5,1.399000714,DES MOINES-06,Polk,
Polk,DM 007,9,2.518201285,DES MOINES-07,Polk,
Polk,DM 008,6,1.678800857,DES MOINES-08,Polk,
Polk,DM 009,9,2.518201285,DES MOINES-09,Polk,
Polk,DM 010,10,2.798001428,DES MOINES-10,Polk,
Polk,DM 011,11,3.07780157,DES MOINES-11,Polk,
Polk,DM 012,5,1.399000714,DES MOINES-12,Polk,
Polk,DM 013,6,1.678800857,DES MOINES-13,Polk,
Polk,DM 014,6,1.678800857,DES MOINES-14,Polk,
Polk,DM 015,16,4.476802284,DES MOINES-15,Polk,
Polk,DM 016,15,4.197002141,DES MOINES-16,Polk,
Polk,DM 017,6,1.678800857,DES MOINES-17,Polk,
Polk,DM 018,5,1.399000714,DES MOINES-18,Polk,
Polk,DM 019,4,1.119200571,DES MOINES-19,Polk,
Polk,DM 020,8,2.238401142,DES MOINES-20,Polk,
Polk,DM 021,9,2.518201285,DES MOINES-21,Polk,
Polk,DM 022,8,2.238401142,DES MOINES-22,Polk,
Polk,DM 023,7,1.958600999,DES MOINES-23,Polk,
Polk,DM 024,4,1.119200571,DES MOINES-24,Polk,
Polk,DM 025,6,1.678800857,DES MOINES-25,Polk,
Polk,DM 026,8,2.238401142,DES MOINES-26,Polk,
Polk,DM 027,5,1.399000714,DES MOINES-27,Polk,
Polk,DM 028,10,2.798001428,DES MOINES-28,Polk,
Polk,DM 029,7,1.958600999,DES MOINES-29,Polk,
Polk,DM 030,6,1.678800857,DES MOINES-30,Polk,
Polk,DM 031,7,1.958600999,DES MOINES-31,Polk,
Polk,DM 032,7,1.958600999,DES MOINES-32,Polk,
Polk,DM 033,6,1.678800857,DES MOINES-33,Polk,
Polk,DM 034,3,0.839400428,DES MOINES-34,Polk,
Polk,DM 035,4,1.119200571,DES MOINES-35,Polk,
Polk,DM 036,8,2.238401142,DES MOINES-36,Polk,
Polk,DM 037,7,1.958600999,DES MOINES-37,Polk,
Polk,DM 038,6,1.678800857,DES MOINES-38,Polk,
Polk,DM 039,15,4.197002141,DES MOINES-39,Polk,
Polk,DM 040,7,1.958600999,DES MOINES-40,Polk,
Polk,DM 041,17,4.756602427,DES MOINES-41,Polk,
Polk,DM 042,13,3.637401856,DES MOINES-42,Polk,
Polk,DM 043,11,3.07780157,DES MOINES-43,Polk,
Polk,DM 044,12,3.357601713,DES MOINES-44,Polk,
Polk,DM 045,6,1.678800857,DES MOINES-45,Polk,
Polk,DM 046,6,1.678800857,DES MOINES-46,Polk,
Polk,DM 047,8,2.238401142,DES MOINES-47,Polk,
Polk,DM 048,2,0.559600286,DES MOINES-48,Polk,
Polk,DM 049,3,0.839400428,DES MOINES-49,Polk,
Polk,DM 050,8,2.238401142,DES MOINES-50,Polk,
Polk,DM 051,5,1.399000714,DES MOINES-51,Polk,
Polk,DM 052,5,1.399000714,DES MOINES-52,Polk,
Polk,DM 053,4,1.119200571,DES MOINES-53,Polk,
Polk,DM 054,4,1.119200571,DES MOINES-54,Polk,
Polk,DM 055,14,3.917201999,DES MOINES-55,Polk,
Polk,DM 056,13,3.637401856,DES MOINES-56,Polk,
Polk,DM 057,8,2.238401142,DES MOINES-57,Polk,
Polk,DM 058,11,3.07780157,DES MOINES-58,Polk,
Polk,DM 059,11,3.07780157,DES MOINES-59,Polk,
Polk,DM 060,10,2.798001428,DES MOINES-60,Polk,
Polk,DM 061,10,2.798001428,DES MOINES-61,Polk,
Polk,DM 062,19,5.316202712,DES MOINES-62,Polk,
Polk,DM 063,11,3.07780157,DES MOINES-63,Polk,
Polk,DM 064,8,2.238401142,DES MOINES-64,Polk,
Polk,DM 065,11,3.07780157,DES MOINES-65,Polk,
Polk,DM 066,12,3.357601713,DES MOINES-66,Polk,
Polk,DM 067,2,0.559600286,DES MOINES-67,Polk,
Polk,DM 068,5,1.399000714,DES MOINES-68,Polk,
Polk,DM 069,8,2.238401142,DES MOINES-69,Polk,
Polk,DM 070,6,1.678800857,DES MOINES-70,Polk,
Polk,DM 071,10,2.798001428,DES MOINES-71,Polk,
Polk,DM 072,1,0.279800143,DES MOINES-72,Polk,
Polk,DM 073,9,2.518201285,DES MOINES-73,Polk,
Polk,DM 074,4,1.119200571,DES MOINES-74,Polk,
Polk,DM 075,7,1.958600999,DES MOINES-75,Polk,
Polk,DM 076,7,1.958600999,DES MOINES-76,Polk,
Polk,DM 077,6,1.678800857,DES MOINES-77,Polk,
Polk,DM 078,7,1.958600999,DES MOINES-78,Polk,
Polk,DM 079,8,2.238401142,DES MOINES-79,Polk,
Polk,DM 080,10,2.798001428,DES MOINES-80,Polk,
Polk,DM 081,7,1.958600999,DES MOINES-81,Polk,
Polk,DM 082,6,1.678800857,DES MOINES-82,Polk,
Polk,DM 083,8,2.238401142,DES MOINES-83,Polk,
Polk,DM 084,5,1.399000714,DES MOINES-84,Polk,
Polk,DOUGLAS,3,0.839400428,DOUGLAS-01,Polk,
Polk,ELKHART,4,1.119200571,ELKHART-01,Polk,
Polk,FOUR MI,6,1.678800857,FOUR MILE-01,Polk,
Polk,FRANKLI,4,1.119200571,FRANKLIN-01,Polk,
Polk,GRANGER,1,0.279800143,GRANGER-01,Polk,
Polk,GRIMES1,13,3.637401856,GRIMES-01,Polk,
Polk,GRIMES2,11,3.07780157,GRIMES-02,Polk,
Polk,GRIMES3,7,1.958600999,GRIMES-03,Polk,
Polk,JEFF 1,5,1.399000714,JEFFERSON-01,Polk,
Polk,JOHN 1,12,3.357601713,JOHNSTON-01,Polk,
Polk,JOHN 2,12,3.357601713,JOHNSTON-02,Polk,
Polk,JOHN 3,8,2.238401142,JOHNSTON-03,Polk,
Polk,JOHN 4,10,2.798001428,JOHNSTON-04,Polk,
Polk,JOHN 5,16,4.476802284,JOHNSTON-05,Polk,
Polk,JOHN 6,6,1.678800857,JOHNSTON-06,Polk,
Polk,MADISON,1,0.279800143,MADISON-01,Polk,
Polk,MITCHEL,6,1.678800857,MITCHELLVILLE-01,Polk,
Polk,PH 1,9,2.518201285,PLEASANT HILL-01,Polk,
Polk,PH 2,9,2.518201285,PLEASANT HILL-02,Polk,
Polk,PH 3,9,2.518201285,PLEASANT HILL-03,Polk,
Polk,POLK CI,11,3.07780157,POLK CITY-01,Polk,
Polk,RUNNELL,5,1.399000714,RUNNELLS-01,Polk,
Polk,SAYLOR1,8,2.238401142,SAYLOR-01,Polk,
Polk,SAYLOR2,6,1.678800857,SAYLOR-02,Polk,
Polk,SHELDAH,1,0.279800143,SHELDAHL-01,Polk,
Polk,URB 01,9,2.518201285,URBANDALE-01,Polk,
Polk,URB 02,11,3.07780157,URBANDALE-02,Polk,
Polk,URB 03,10,2.798001428,URBANDALE-03,Polk,
Polk,URB 04,9,2.518201285,URBANDALE-04,Polk,
Polk,URB 05,10,2.798001428,URBANDALE-05,Polk,
Polk,URB 06,11,3.07780157,URBANDALE-06,Polk,
Polk,URB 07,11,3.07780157,URBANDALE-07,Polk,
Polk,URB 08,10,2.798001428,URBANDALE-08,Polk,
Polk,URB 09,11,3.07780157,URBANDALE-09,Polk,
Polk,URB 10,10,2.798001428,URBANDALE-10,Polk,
Polk,URB 11,9,2.518201285,URBANDALE-11,Polk,
Polk,WASH 1,1,0.279800143,WASHINGTON-01,Polk,
Polk,WB 1,2,0.559600286,WEBSTER-01,Polk,
Polk,WDM-111,8,2.238401142,WDM-111,Polk,
Polk,WDM-112,5,1.399000714,WDM-112,Polk,
Polk,WDM-113,8,2.238401142,WDM-113,Polk,
Polk,WDM-114,12,3.357601713,WDM-114,Polk,
Polk,WDM-115,7,1.958600999,WDM-115,Polk,
Polk,WDM-116,9,2.518201285,WDM-116,Polk,
Polk,WDM-117,9,2.518201285,WDM-117,Polk,
Polk,WDM-118,9,2.518201285,WDM-118,Polk,
Polk,WDM-211,7,1.958600999,WDM-211,Polk,
Polk,WDM-212,11,3.07780157,WDM-212,Polk,
Polk,WDM-213,6,1.678800857,WDM-213,Polk,
Polk,WDM-311,10,2.798001428,WDM-311,Polk,
Polk,WDM-312,10,2.798001428,WDM-312,Polk,
Polk,WDM-313,4,1.119200571,WDM-313,Polk,
Polk,WDM-314,6,1.678800857,WDM-314,Polk,
Polk,WDM-315,8,2.238401142,WDM-315,Polk,
Polk,WDM-316,11,3.07780157,WDM-316,Polk,
Polk,WDM-317,9,2.518201285,WDM-317,Polk,
Polk,WDM-318,3,0.839400428,WDM-318,Polk,
Polk,WHTS 1,6,1.678800857,WINDSOR HEIGHTS-01,Polk,
Polk,WHTS 2,7,1.958600999,WINDSOR HEIGHTS-02,Polk,
Polk,WHTS 3,9,2.518201285,WINDSOR HEIGHTS-03,Polk,
Pottawattamie,AVOCA,8,0.96,Avoca,Pottawattamie,
Pottawattamie,CARSON,3,0.36,Carson,Pottawattamie,
Pottawattamie,CB 01,9,1.08,Council Bluff 01,Pottawattamie,
Pottawattamie,CB 02,12,1.44,Council Bluff 02,Pottawattamie,
Pottawattamie,CB 03,10,1.2,Council Bluff 03,Pottawattamie,
Pottawattamie,CB 04,10,1.2,Council Bluff 04,Pottawattamie,
Pottawattamie,CB 05,10,1.2,Council Bluff 05,Pottawattamie,
Pottawattamie,CB 06,15,1.8,Council Bluff 06,Pottawattamie,
