County,Precinct,Precinct Short Name,County Delegates,Precinct SDE (IDP)
Tama,HIGHLAND/INDIAN VILLAGE,HL/IV/T,4,0.5176470588235295
Tama,INDIAN SETTLEMENT,IS,9,1.1647058823529413
Tama,LINCOLN,LI,1,0.12941176470588234
Tama,PERRY/BUCKINGHAM/E CRYSTA,PY/CY/B,10,1.2941176470588236
Tama,RICHLAND/SALT CREEK,RL/ST,3,0.3882352941176471
Tama,S. OTTER CREEK,SOC,1,0.12941176470588234
Tama,SPRING CREEK/W CRYSTAL,SP/WC,6,0.7764705882352942
Tama,TOLEDO CITY,TLCITY,11,1.4235294117647062
Tama,YORK,YK,2,0.25882352941176473
Taylor,7-3 Legion,3TWNSHP,3,0.30000000000000004
Taylor,6-3 City of Bedford,BECITY,6,0.6000000000000001
Taylor,1-1 Blockton,BK,2,0.2
Taylor,2-1 Clearfield,CF,2,0.2
Taylor,3-1 Gravity,GRAVITY,2,0.2
Taylor,5-2 Lenox,LX,11,1.1
Taylor,4-1 New Market,NM,4,0.4
Union,Afton,AF,9,0.6749999999999999
Union,Arispe,AR,2,0.15
Union,Creston 1,CS1,10,0.75
Union,Creston 2 - SWCC,CS2,18,1.35
Union,Creston 3,CS3,13,0.975
Union,Creston 4 - Supertel,CS4,11,0.825
Union,Creston 5,CS5,13,0.975
Union,Lorimor,LR,4,0.3
Van Buren,Birmingham,BI,4,0.4
Van Buren,Bonaparte,BO,4,0.4
Van Buren,Cantril,CN,2,0.2
Van Buren,Douds,DO,3,0.30000000000000004
Van Buren,Farmington,FM,4,0.4
Van Buren,Keosauqua,KE,10,1.0
Van Buren,Milton,ML,2,0.2
Van Buren,Stockport,SP,1,0.1
Wapello,Adams/Blakesburg/Polk,AD,6,0.54
Wapello,Agency/Agency/Pleasant,AG,8,0.72
Wapello,Columbia/Eddyville,CB,5,0.45
Wapello,Center Twp,CN,8,0.72
Wapello,Competine Twp,CP,1,0.09
Wapello,Cass/Chillicothe,CS,1,0.09
Wapello,Dahlonega Twp,DA,3,0.27
Wapello,Green Twp,GR,4,0.36
Wapello,Highland Twp,HI,1,0.09
Wapello,Keokuk Twp,KE,4,0.36
Wapello,Ottumwa Pct 01,OT01,14,1.26
Wapello,Ottumwa Pct 02,OT02,20,1.7999999999999998
Wapello,Ottumwa Pct 03,OT03,22,1.98
Wapello,Ottumwa Pct 04,OT04,11,0.99
Wapello,Ottumwa Pct 05,OT05,12,1.08
Wapello,Ottumwa Pct 06,OT06,12,1.08
Wapello,Ottumwa Pct 07,OT07,12,1.08
Wapello,Ottumwa Pct 08,OT08,13,1.17
Wapello,Ottumwa Pct 09,OT09,19,1.71
Wapello,Ottumwa Pct 10,OT10,15,1.35
Wapello,Richland/Kirkville,RL,3,0.27
Wapello,Washington/Eldon,WA,6,0.54
Warren,ALLEN 2,AL2,6,1.4
Warren,ALLEN 3,AL3,8,1.8666666666666667
Warren,BELMONT TWP,BM,1,0.2333333333333333
Warren,CUMMING/ WDM,CM WDM,2,0.4666666666666667
Warren,GREENFIELD 1 TWP,GR1,5,1.1666666666666667
Warren,GREENFIELD 1/ DM85,GR1DM85,6,1.4
Warren,GR1-DM86 CITY,GR1DM86,1,0.2333333333333333
Warren,GREENFIELD 2/ LINCOLN 2,GR2LC2,7,1.6333333333333333
Warren,INDIANOLA 1,IN1,5,1.1666666666666667
Warren,INDIANOLA 2,IN2,9,2.1
Warren,INDIANOLA 3,IN3,5,1.1666666666666667
Warren,INDIANOLA 4,IN4,11,2.566666666666667
Warren,INDIANOLA 5,IN5,6,1.4
Warren,INDIANOLA 6,IN6,5,1.1666666666666667
Warren,INDIANOLA 7,IN7,9,2.1
Warren,JEFFERSON,JF,4,0.9333333333333332
Warren,JACKSON,JK,3,0.7
Warren,LIBERTY TWP,LB,1,0.2333333333333333
Warren,LINCOLN TWP,LC1,2,0.4666666666666667
Warren,NORWALK 1,NW1,8,1.8666666666666667
Warren,NORWALK 2/ GREENFIELD,NW2 GR1,7,1.6333333333333333
Warren,NORWALK 3/ LINN,NW3 LN,12,2.8
Warren,NORWALK 4 CITY,NWK4,10,2.333333333333333
Warren,OTTER/ MILO,OT ML,4,0.9333333333333332
Warren,PALMYRA TWP,PM,1,0.2333333333333333
Warren,RICHLAND/ PALMYRA,RL,3,0.7
Warren,SQUAW CREEK TWP,SQC,2,0.4666666666666667
Warren,UNION,UN,1,0.2333333333333333
Warren,VIRGINIA,VA,2,0.4666666666666667
Warren,WHITE BREAST,WB,1,0.2333333333333333
Warren,WHITE OAK TWP,WHO,3,0.7
Washington,Ainsworth,AW,8,1.4857142857142858
Washington,Brighton/Marion/Crawford,BMC,5,0.9285714285714286
Washington,Kalona,KA,9,1.6714285714285717
Washington,Riverside,RS,7,1.3
Washington,West Chester,WC,3,0.5571428571428572
Washington,Wellman,WL,9,1.6714285714285717
Washington,Washington Ward 1,WS1,6,1.1142857142857143
Washington,Washington Ward 2,WS2,7,1.3
Washington,Washington Ward 3,WS3,8,1.4857142857142858
Washington,Washington Ward 4,WS4,8,1.4857142857142858
Wayne,A-01 Allerton-Clio-Lineville,A01,8,0.6
Wayne,C-02 Corydon,C02,13,0.975
Wayne,H-03 Humeston-Millerton,H03,10,0.75
Wayne,S-04 Seymour-Promise City,S04,9,0.6749999999999999
Webster,Fort Dodge 01,1,19,1.5833333333333333
Webster,Fort Dodge 10,10,15,1.25
Webster,Fort Dodge 11,11,18,1.5
Webster,Fort Dodge 12,12,14,1.1666666666666663
Webster,Fort Dodge 02,2,16,1.3333333333333333
Webster,Fort Dodge 03,3,13,1.0833333333333333
Webster,Fort Dodge 04,4,14,1.1666666666666663
Webster,Fort Dodge 05,5,9,0.75
Webster,Fort Dodge 06,6,6,0.5
Webster,Fort Dodge 07,7,14,1.1666666666666663
Webster,Fort Dodge 08,8,13,1.0833333333333333
Webster,Fort Dodge 09,9,13,1.0833333333333333
Webster,Badger-NW Cooper,BD/NWC,9,0.75
Webster,Colfax-Duncombe,CD,4,0.3333333333333333
Webster,Cooper,CP,2,0.16666666666666666
Webster,Clay-Roland,CR,3,0.25
Webster,Dayton-Burnside,DA/BU,9,0.75
Webster,Deer Creek-Jackson,DJ,4,0.3333333333333333
Webster,Douglas,DO,8,0.6666666666666666
Webster,Elkhorn,EL,5,0.4166666666666666
Webster,Fulton,FU,2,0.16666666666666666
Webster,Gowrie,GO,7,0.5833333333333333
Webster,Johnson,JO,3,0.25
Webster,Lost Grove,LG,2,0.16666666666666666
Webster,Newark,NE,2,0.16666666666666666
Webster,Otho-Pleasant Valley,OT/PV,9,0.75
Webster,Sumner-Webster-Yell-Hardi,SWYH,5,0.4166666666666666
Webster,Washington,WA,2,0.16666666666666666
Winnebago,Buffalo Grant Lincoln,BUGRLC,5,0.75
Winnebago,Center,CENTER,10,1.5
Winnebago,Eden Logan Norway,EDLONO,2,0.3
Winnebago,Forest City Ward 1,FC 1,5,0.75
Winnebago,Forest City Ward 2,FC 2,4,0.6
Winnebago,Forest City Ward 3,FC 4,3,0.45
Winnebago,Forest City Ward 4,FC3D3,4,0.6
Winnebago,King Linden,KILI,2,0.3
Winnebago,Mt. Valley,MVFOD2,2,0.3
Winnebago,Newton Forest,NEFOD1,3,0.45
Winneshiek,PCT 01 - HE/HI/PL,1,7,0.8959999999999999
Winneshiek,PCT 10 - JA/SU/WA,10,6,0.768
Winneshiek,PCT 11- DESUP5 (Decorah Twp Sup 5),11,1,0.128
Winneshiek,PCT 02 - FR/GL/DEW3/ DETSUP1,2,22,2.8160000000000003
Winneshiek,PCT 03 - DEW1/DETSUP2,3,18,2.3040000000000003
Winneshiek,PCT 04 - DEW2 (Decorah Ward 2),4,16,2.048
Winneshiek,PCT 05 - CN/DEW4/ DETSUP3,5,17,2.176
Winneshiek,PCT 06 - DEW5 (Decorah Ward 5),6,13,1.664
Winneshiek,PCT 07 - CA/SP,7,10,1.28
Winneshiek,PCT 08 - MI/BLM,8,6,0.768
Winneshiek,PCT 09 - BLF/BO/FR/LI/MA/ OR,9,9,1.152
Woodbury,Sioux City 01,1,8,1.7
Woodbury,Sioux City 10,10,8,1.7
Woodbury,Sioux City 11,11,4,0.85
Woodbury,Sioux City 12,12,9,1.9125
Woodbury,Sioux City 13,13,4,0.85
Woodbury,Sioux City 14,14,6,1.275
Woodbury,Sioux City 15,15,7,1.4875
Woodbury,Sioux City 16,16,7,1.4875
Woodbury,Sioux City 17,17,9,1.9125
Woodbury,Sioux City 18,18,8,1.7
Woodbury,Sioux City 19,19,9,1.9125
Woodbury,Sioux City 02,2,8,1.7
Woodbury,Sioux City 20,20,5,1.0625
Woodbury,Sioux City 21,21,7,1.4875
Woodbury,Sioux City 23,22,8,1.7
Woodbury,Woodbury 22,23,7,1.4875
Woodbury,Woodbury 24,24,7,1.4875
Woodbury,Woodbury 25,25,7,1.4875
Woodbury,Woodbury 26,26,8,1.7
Woodbury,Woodbury 27,27,8,1.7
Woodbury,Woodbury 28,28,13,2.7625
Woodbury,29 Sergeant Bluff East/ Woodbury,29,7,1.4875
Woodbury,Sioux City 03,3,8,1.7
Woodbury,30 Sergeant Bluff West,30,6,1.275
Woodbury,31 Salix/Liberty/Lakeport,31,3,0.6375
Woodbury,32 Bronson/Floyd/Grange,32,2,0.425
Woodbury,33-Pierson/Rutland,33,1,0.2125
Woodbury,34 Correctionville/Kedron/Union,34,2,0.425
Woodbury,35 Moville/Arlington/Wolf Creek,35,5,1.0625
Woodbury,36 Lawton/Banner,36,2,0.425
Woodbury,37 Climbing Hill/Grant/West Fork,37,1,0.2125
Woodbury,38 Sloan,38,2,0.425
Woodbury,39 Hornick/Willow,39,1,0.2125
Woodbury,Sioux City 04,4,5,1.0625
Woodbury,40 Anthon/Miller,40,1,0.2125
Woodbury,41 Danbury/Liston/Morgan,41,1,0.2125
Woodbury,42 Smithland/Little Sioux,42,1,0.2125
Woodbury,43 Oto/Oto Township,43,1,0.2125
Woodbury,44 Cushing/Rock,44,1,0.2125
Woodbury,Sioux City 05,5,8,1.7
Woodbury,Sioux City 06,6,9,1.9125
Woodbury,Sioux City 07,7,8,1.7
Woodbury,Sioux City 08,8,5,1.0625
Woodbury,Sioux City 09,9,3,0.6375
Worth,Barton/Deer Creek/Union/Grafton,W11,9,0.6
Worth,Lincoln/Manly,W12,18,1.2
Worth,Bristol/Silver Lake/Joice,W21,7,0.4666666666666667
Worth,Brookfield/Kensett,W22,7,0.4666666666666667
Worth,Danville/Hanlontown,W23,5,0.3333333333333333
Worth,Fertile,W24,5,0.3333333333333333
Worth,Deer Creek/Grove/Hartland/Northwood,W31,24,1.6
Wright,Eagle Grove/Troy,BIG_6,4,0.5333333333333333
Wright,Belmond,BM,14,1.8666666666666667
Wright,Clarion,CL,9,1.2
Wright,Dows,DOWS,3,0.4
Wright,Eagle Grove #1,EG1,2,0.26666666666666666
Wright,Eagle Grove #2,EG2,3,0.4
Wright,Eagle Grove #3,EG3,3,0.4
Wright,Eagle Grove #4,EG4,3,0.4
Wright,Goldfield,GLDFLD,2,0.26666666666666666
Wright,Rural Clarion,RURALEG,2,0.26666666666666666
